"Id","SalePrice"
1461,127532.393985287
1462,153300.64408254
1463,181840.58919798
1464,186384.039207552
1465,195670.887803835
1466,184173.280402279
1467,173669.683157504
1468,174606.283667888
1469,176661.17575873
1470,127500.101246032
1471,206399.903340795
1472,97924.4602609909
1473,96886.1063435306
1474,150153.250413757
1475,122185.447706349
1476,371055.667368498
1477,252991.074704578
1478,304253.016789975
1479,290490.556189466
1480,456265.670642424
1481,302473.02010582
1482,206831.59386937
1483,185503.134970533
1484,173670.404764265
1485,177864.570002982
1486,199909.388688074
1487,314337.296267244
1488,239827.546425397
1489,205819.144881433
1490,225606.842066667
1491,195542.01018636
1492,102698.350377778
1493,180960.771131746
1494,298489.406881482
1495,285113.407176191
1496,236639.519143915
1497,184446.880439037
1498,157985.544446363
1499,156611.706274141
1500,162096.532942033
1501,172645.091152381
1502,160651.348088101
1503,277162.476247619
1504,230707.76877479
1505,217883.505998571
1506,185134.196911111
1507,243449.512007936
1508,193225.290137037
1509,160796.251586869
1510,152678.169095238
1511,152830.990511111
1512,173670.817745299
1513,145914.013566667
1514,163239.477749206
1515,190896.970420635
1516,153854.757144445
1517,150652.224319048
1518,134939.203849206
1519,229866.176268982
1520,138509.565781145
1521,143641.721155556
1522,164477.811766667
1523,114513.480615608
1524,121667.694301587
1525,126583.888954834
1526,127511.872928571
1527,109138.418374603
1528,128070.705022222
1529,144802.924657021
1530,167877.107277778
1531,138340.944054546
1532,108969.962055556
1533,145324.851077778
1534,117545.913538095
1535,148407.280103361
1536,119946.137754684
1537,99835.8057444444
1538,157266.165142857
1539,206886.164287851
1540,129682.279677778
1541,141766.799122222
1542,139238.180820635
1543,190920.986644445
1544,89810.2360523809
1545,104769.058244444
1546,126942.762466667
1547,137345.333446032
1548,128011.760133333
1549,117002.85245291
1550,141314.315926984
1551,121134.0119
1552,151410.569811111
1553,146173.496673517
1554,116192.673877778
1555,172606.916611111
1556,105041.999287302
1557,121431.372755555
1558,101376.787622222
1559,121138.762944444
1560,143278.64681746
1561,160455.064497619
1562,128349.469785859
1563,123619.782557653
1564,161824.339936508
1565,156546.733247375
1566,221144.870774603
1567,90754.2945888889
1568,223410.769998413
1569,157950.256711111
1570,138771.429213372
1571,132055.374157143
1572,145779.226952044
1573,241314.037179365
1574,132120.662655556
1575,220495.432422222
1576,237956.666574603
1577,197817.489654203
1578,146025.547718254
1579,144791.551070859
1580,190474.3261
1581,142435.946840548
1582,126812.976872083
1583,318964.878459524
1584,239289.53765291
1585,140646.505321567
1586,85740.8959888889
1587,109406.838777778
1588,145167.410219769
1589,106709.189622222
1590,133379.848722222
1591,106639.142547763
1592,130125.480706349
1593,118946.842239683
1594,150289.440431746
1595,127290.148034921
1596,214204.081477778
1597,174977.662188889
1598,188023.598330688
