"Id","SalePrice"
1461,113416.070681563
1462,161877.157422679
1463,189527.251973838
1464,196029.274134181
1465,202050.369823272
1466,172616.969356115
1467,180319.049696662
1468,159575.478377745
1469,204417.86718015
1470,115585.741510554
1471,163668.234126587
1472,96950.1583865126
1473,94471.9633679121
1474,144990.652280296
1475,108700.109977693
1476,376430.165727026
1477,258990.15601288
1478,310632.061619168
1479,303720.113024858
1480,479011.313171957
1481,311625.19454983
1482,204109.513113564
1483,177982.571662257
1484,160848.246132742
1485,177891.341665329
1486,189331.85859718
1487,333809.264389746
1488,224053.789204408
1489,204627.494715261
1490,259582.074368383
1491,198920.841543278
1492,102069.321454399
1493,196931.383741363
1494,312821.141076233
1495,289098.882375464
1496,246734.598041416
1497,175978.92046308
1498,172859.173138373
1499,163672.221546277
1500,147864.359728007
1501,194904.215078556
1502,132228.122581218
1503,360075.386915832
1504,233146.280809981
1505,225989.149300422
1506,188450.369191887
1507,258974.354244793
1508,195643.589641273
1509,153309.873572706
1510,141779.259336756
1511,159828.480956812
1512,180212.768329675
1513,152141.05772808
1514,165641.585620637
1515,213619.809113503
1516,157694.321130866
1517,184148.413680341
1518,123736.84209423
1519,217633.530156372
1520,127145.225299531
1521,135266.369844137
1522,187100.274337257
1523,114206.000537668
1524,126063.974964537
1525,120693.031071128
1526,110271.536770693
1527,107683.542974451
1528,132881.376294901
1529,156596.824824454
1530,202853.311422395
1531,124979.196503733
1532,85578.293083401
1533,158429.754424995
1534,128360.903480919
1535,153197.065660646
1536,92454.7675724714
1537,50275.2104504533
1538,150964.097648129
1539,206930.054385061
1540,124396.459097866
1541,137904.825992952
1542,161834.63423235
1543,186871.143648926
1544,72514.2503619252
1545,117778.319906708
1546,133139.019189662
1547,133963.665647031
1548,148195.449322043
1549,122768.686082972
1550,142764.4051317
1551,105421.891556387
1552,159989.831246541
1553,148751.256182354
1554,120929.669227956
1555,161929.657585533
1556,54695.8291479868
1557,136148.246219143
1558,103811.613803748
1559,57441.5953143641
1560,121524.357736433
1561,148850.821883805
1562,128022.476208215
1563,130032.031380323
1564,161108.515295295
1565,155278.713607715
1566,226176.525538936
1567,74379.9554146839
1568,221674.389065073
1569,133305.625153069
1570,130075.696430268
1571,87305.8183358993
1572,151788.806953247
1573,266459.217232894
1574,138453.404301263
1575,229465.023667432
1576,227333.105762449
1577,180406.833617002
1578,156973.98431212
1579,148842.85454932
1580,189702.104535986
1581,153648.472703372
1582,132702.835430478
1583,279735.615848287
1584,220869.775251975
1585,133811.481021948
1586,70640.2477416616
1587,110413.452046965
1588,155448.692665018
1589,106685.98953497
1590,127998.990871352
1591,86808.1494222253
1592,131598.268754994
1593,126333.964642779
1594,145756.530373754
1595,116044.043290137
1596,227357.658778348
1597,209881.677811623
1598,210536.02981039
1599,184642.565228205
1600,164107.966333943
1601,53154.7302919801
1602,124567.107333343
1603,47480.0966972026
1604,274062.467903684
1605,223642.103882183
1606,155192.493967343
1607,166435.980656222
1608,198931.91276896
1609,189845.877096294
1610,152867.460960146
1611,125126.647607488
1612,186205.989981789
1613,165785.090484085
1614,130786.520762262
1615,90450.6975904303
1616,66739.3080460229
1617,84159.369330151
1618,134163.189861212
1619,141638.085392345
1620,185420.472839317
1621,130993.119673389
1622,147825.427224278
1623,252748.947969002
1624,205003.373394624
1625,115979.583884942
1626,166614.938654738
1627,192193.228989766
1628,275754.144399842
1629,176225.670837859
1630,368876.997024468
1631,253590.453593828
1632,248175.757499279
1633,171895.347952321
1634,183509.715913999
1635,169858.417932419
1636,145449.496174555
1637,199463.11629001
1638,175329.819383813
1639,181031.359678113
1640,235258.199276606
1641,184713.534384466
1642,255904.98558065
1643,215708.615802642
1644,238562.687414251
1645,213641.654102398
1646,154077.882948303
1647,155885.527098116
1648,125639.326000507
1649,126564.01076929
1650,116547.646801416
1651,114199.774579074
1652,96856.2573596237
1653,92526.4655548099
1654,142214.5217914
1655,124735.033586869
1656,142380.758457348
1657,153236.179138432
1658,145569.981800902
1659,125375.864219225
1660,148265.905579977
1661,432379.230682329
1662,390417.853787182
1663,389024.258980658
1664,518335.238471174
1665,334128.125281259
1666,324900.573633059
1667,378201.930091519
1668,362012.228207623
1669,320780.390066338
1670,364562.368396146
1671,271140.688680289
1672,408375.422150432
1673,290043.01519034
1674,245974.877126775
1675,205557.641284175
1676,209198.490039579
1677,218097.44836281
1678,479057.863343015
1679,390057.804347685
1680,343059.910854162
1681,281285.223847647
1682,321459.6397898
1683,191382.568073508
1684,165189.840798291
1685,171680.727003731
1686,163009.305090678
1687,162963.880390189
1688,180489.114741352
1689,185539.356208553
1690,188043.030037264
1691,175511.249097941
1692,251964.200205486
1693,164849.478828152
1694,181314.387658819
1695,166601.118476721
1696,256284.460723937
1697,175000.569536709
1698,336541.200777218
1699,327153.920059451
1700,274550.471624006
1701,280663.639445747
1702,232476.612921596
1703,226578.268373977
1704,270491.837199266
1705,244047.66658115
1706,197401.123940471
1707,231560.504159655
1708,201570.678663279
1709,247266.581916296
1710,220801.247791244
1711,267268.430250744
1712,254176.584941078
1713,283525.658836829
1714,227832.246101611
1715,207396.552927195
1716,183173.859498714
1717,168091.980098858
1718,144837.642865348
1719,223343.556408238
1720,248075.628985188
1721,145138.583023577
1722,109921.325858874
1723,148449.689773226
